solution_id,num_active_pi,objective_1,objective_2,c_mask,active_pi_count,pi_1,pi_2,pi_3,pi_4,pi_5,pi_6,pi_7,pi_8,pi_9,pi_10
39,2,0.5590101379813014,-0.4471087808353371,011,2,\frac{Y1^{0.07} \cdot Rhow^{1.11} \cdot Muw^{0.33} \cdot Utau^{0.07}}{Rho1^{1.04} \cdot Mu1^{0.39}},\frac{Rhow^{0.32} \cdot Muw^{0.32}}{Y1^{0.15} \cdot Rho1^{0.47} \cdot Mu1^{0.17} \cdot Utau^{0.15}},,,,,,,,
40,2,0.5753496752381059,-0.44739720551866324,011,2,\frac{Y1^{0.08} \cdot Rhow^{1.12} \cdot Muw^{0.3} \cdot Utau^{0.08}}{Rho1^{1.04} \cdot Mu1^{0.38}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,
41,2,0.5867059606356749,-0.4481218264178783,101,2,\frac{Y1^{0.04} \cdot Rhow^{0.63} \cdot Muw^{0.08} \cdot Utau^{0.04}}{Rho1^{0.59} \cdot Mu1^{0.12}},\frac{Rhow^{0.31} \cdot Muw^{0.29}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.15} \cdot Utau^{0.15}},,,,,,,,
42,2,0.5930142603814443,-0.4488011267102932,101,2,\frac{Y1^{0.04} \cdot Rhow^{0.63} \cdot Muw^{0.07} \cdot Utau^{0.04}}{Rho1^{0.59} \cdot Mu1^{0.11}},\frac{Rhow^{0.32} \cdot Muw^{0.32}}{Y1^{0.15} \cdot Rho1^{0.47} \cdot Mu1^{0.17} \cdot Utau^{0.15}},,,,,,,,
43,2,0.5930243351947568,-0.44988809634144244,101,2,\frac{Y1^{0.04} \cdot Rhow^{0.63} \cdot Muw^{0.07} \cdot Utau^{0.04}}{Rho1^{0.59} \cdot Mu1^{0.11}},\frac{Rhow^{0.31} \cdot Muw^{0.28}}{Y1^{0.16} \cdot Rho1^{0.47} \cdot Mu1^{0.12} \cdot Utau^{0.16}},,,,,,,,
44,2,0.5934630262977406,-0.4482019625440576,101,2,\frac{Y1^{0.04} \cdot Rhow^{0.63} \cdot Muw^{0.07} \cdot Utau^{0.04}}{Rho1^{0.59} \cdot Mu1^{0.11}},\frac{Rhow^{0.32} \cdot Muw^{0.32}}{Y1^{0.14} \cdot Rho1^{0.47} \cdot Mu1^{0.17} \cdot Utau^{0.14}},,,,,,,,
45,2,0.5941215430380837,-0.44910747471898765,101,2,\frac{Y1^{0.04} \cdot Rhow^{0.63} \cdot Muw^{0.07} \cdot Utau^{0.04}}{Rho1^{0.59} \cdot Mu1^{0.11}},\frac{Rhow^{0.32} \cdot Muw^{0.32}}{Y1^{0.14} \cdot Rho1^{0.47} \cdot Mu1^{0.17} \cdot Utau^{0.14}},,,,,,,,
46,2,0.6016614458663522,-0.4500832628236052,101,2,\frac{Y1^{0.04} \cdot Rhow^{0.63} \cdot Muw^{0.07} \cdot Utau^{0.04}}{Rho1^{0.59} \cdot Mu1^{0.11}},\frac{Rhow^{0.31} \cdot Muw^{0.28}}{Y1^{0.16} \cdot Rho1^{0.47} \cdot Mu1^{0.12} \cdot Utau^{0.16}},,,,,,,,
47,2,0.8911599053641251,-0.45292832289637713,011,2,\frac{Rhow^{1.15} \cdot Muw^{0.46}}{Y1^{0.06} \cdot Rho1^{1.21} \cdot Mu1^{0.4} \cdot Utau^{0.06}},\frac{Y1^{0.09} \cdot Rhow^{0.71} \cdot Muw^{0.79} \cdot Utau^{0.09}}{Rho1^{0.62} \cdot Mu1^{0.88}},,,,,,,,
48,2,0.8911599053641258,-0.4529283228963771,011,2,\frac{Rhow^{1.15} \cdot Muw^{0.46}}{Y1^{0.06} \cdot Rho1^{1.21} \cdot Mu1^{0.4} \cdot Utau^{0.06}},\frac{Y1^{0.09} \cdot Rhow^{0.71} \cdot Muw^{0.79} \cdot Utau^{0.09}}{Rho1^{0.62} \cdot Mu1^{0.88}},,,,,,,,
49,2,0.8987914411814764,-0.4542634272218116,011,2,\frac{Rhow^{1.15} \cdot Muw^{0.43}}{Y1^{0.06} \cdot Rho1^{1.22} \cdot Mu1^{0.37} \cdot Utau^{0.06}},\frac{Y1^{0.09} \cdot Rhow^{0.71} \cdot Muw^{0.79} \cdot Utau^{0.09}}{Rho1^{0.62} \cdot Mu1^{0.88}},,,,,,,,
